race,t_pre,t_2026,delta,had_sc,n_sc_laps
230,5073.912412790722,5073.512412790721,0.4000000000005457,True,1
231,5178.444207621577,5177.244207621578,1.1999999999989086,True,3
232,5125.3063352749205,5124.50633527492,0.8000000000001819,True,2
233,5363.37103214618,5360.57103214618,2.800000000000182,True,7
234,5021.85245306389,5021.85245306389,0.0,False,0
235,5021.85245306389,5021.85245306389,0.0,False,0
236,5021.85245306389,5021.85245306389,0.0,False,0
237,5021.85245306389,5021.85245306389,0.0,False,0
238,5722.294370009602,5721.094370009601,1.2000000000007276,True,13
239,5161.534018415197,5160.3340184151975,1.199999999999818,True,3
240,5114.001018407243,5113.201018407243,0.7999999999992724,True,2
241,5236.941010488323,5235.341010488323,1.5999999999994543,True,4
242,5074.314077308236,5073.914077308235,0.4000000000005457,True,1
243,5021.85245306389,5021.85245306389,0.0,False,0
244,5021.85245306389,5021.85245306389,0.0,False,0
245,5228.90772013803,5227.30772013803,1.5999999999994543,True,4
246,5021.85245306389,5021.85245306389,0.0,False,0
247,5068.520701546845,5068.120701546844,0.4000000000005457,True,1
248,5021.85245306389,5021.85245306389,0.0,False,0
249,5494.23001770854,5492.23001770854,2.0,True,9
250,5317.008957315129,5315.408957315129,1.6000000000003638,True,6
251,5234.129358865721,5232.529358865721,1.5999999999994543,True,4
252,5075.51907086078,5075.119070860779,0.4000000000005457,True,1
253,5021.85245306389,5021.85245306389,0.0,False,0
254,5021.85245306389,5021.85245306389,0.0,False,0
255,5021.85245306389,5021.85245306389,0.0,False,0
256,5262.384529365212,5260.784529365212,1.6000000000003638,True,5
257,5021.85245306389,5021.85245306389,0.0,False,0
258,5021.85245306389,5021.85245306389,0.0,False,0
259,5422.800353680248,5420.000353680249,2.7999999999992724,True,8
260,5509.794517762232,5509.794517762232,0.0,True,9
261,5120.486361064744,5119.686361064745,0.7999999999992724,True,2
262,5516.412155641754,5514.812155641754,1.6000000000003638,True,10
263,5128.720483673796,5127.920483673795,0.8000000000001819,True,2
264,5021.85245306389,5021.85245306389,0.0,False,0
265,5021.85245306389,5021.85245306389,0.0,False,0
266,5021.85245306389,5021.85245306389,0.0,False,0
267,5021.85245306389,5021.85245306389,0.0,False,0
268,5021.85245306389,5021.85245306389,0.0,False,0
269,5805.117551642729,5803.517551642729,1.6000000000003638,True,15
270,5125.707999792435,5124.9079997924355,0.7999999999992724,True,2
271,5021.85245306389,5021.85245306389,0.0,False,0
272,5021.85245306389,5021.85245306389,0.0,False,0
273,5622.741271709395,5619.541271709395,3.199999999999818,True,12
274,5124.904670757406,5124.104670757406,0.8000000000001819,True,2
275,5391.264037509021,5389.664037509021,1.6000000000003638,True,7
276,5448.80376560468,5447.20376560468,1.6000000000003638,True,8
277,5465.536157439302,5463.9361574393015,1.6000000000003638,True,9
278,5021.85245306389,5021.85245306389,0.0,False,0
279,5524.400211591134,5520.400211591134,4.0,True,10
280,5021.85245306389,5021.85245306389,0.0,False,0
281,5021.85245306389,5021.85245306389,0.0,False,0
282,5262.336237823663,5260.736237823664,1.5999999999994543,True,5
283,5021.85245306389,5021.85245306389,0.0,False,0
284,5524.471764580877,5522.471764580877,2.0,True,10
285,5021.85245306389,5021.85245306389,0.0,False,0
286,5128.117986897523,5127.317986897524,0.7999999999992724,True,2
287,5021.85245306389,5021.85245306389,0.0,False,0
288,5021.85245306389,5021.85245306389,0.0,False,0
289,5021.85245306389,5021.85245306389,0.0,False,0
290,5184.770423772433,5184.370423772432,0.4000000000005457,True,3
291,5233.326029830691,5231.726029830691,1.6000000000003638,True,4
292,5021.85245306389,5021.85245306389,0.0,False,0
293,5021.85245306389,5021.85245306389,0.0,False,0
294,5073.209499885071,5072.80949988507,0.4000000000005457,True,1
295,5164.777000722684,5163.577000722683,1.2000000000007276,True,3
296,5283.826418010163,5281.826418010163,2.0,True,5
297,5287.541814797173,5285.941814797175,1.5999999999985448,True,5
298,5021.85245306389,5021.85245306389,0.0,False,0
299,5021.85245306389,5021.85245306389,0.0,False,0
300,5266.280970176626,5264.680970176627,1.5999999999994543,True,5
301,5021.85245306389,5021.85245306389,0.0,False,0
302,5290.955963196048,5290.555963196048,0.4000000000005457,True,5
