race,t_pre,t_2026,delta,had_sc,n_sc_laps
487,5062.184355237864,5061.7843552378645,0.3999999999996362,True,1
488,5417.50579331292,5415.90579331292,1.6000000000003638,True,8
489,5021.85245306389,5021.85245306389,0.0,False,0
490,5397.590253659877,5395.9902536598765,1.6000000000003638,True,7
491,5021.85245306389,5021.85245306389,0.0,False,0
492,5021.85245306389,5021.85245306389,0.0,False,0
493,5021.85245306389,5021.85245306389,0.0,False,0
494,5059.2985593922185,5058.898559392219,0.3999999999996362,True,1
495,5021.85245306389,5021.85245306389,0.0,False,0
496,5392.669863320323,5391.069863320323,1.6000000000003638,True,7
497,5365.93893158338,5363.93893158338,2.0,True,7
498,5021.85245306389,5021.85245306389,0.0,False,0
499,5021.85245306389,5021.85245306389,0.0,False,0
500,5021.85245306389,5021.85245306389,0.0,False,0
501,5021.85245306389,5021.85245306389,0.0,False,0
502,5127.716322380008,5126.916322380008,0.8000000000001819,True,2
503,5021.85245306389,5021.85245306389,0.0,False,0
504,5184.167926996161,5182.967926996161,1.2000000000007276,True,3
505,5021.85245306389,5021.85245306389,0.0,False,0
506,6569.26873797171,6566.06873797171,3.199999999999818,True,30
507,5021.85245306389,5021.85245306389,0.0,False,0
508,5418.30912234795,5416.709122347949,1.6000000000003638,True,8
509,5021.85245306389,5021.85245306389,0.0,False,0
510,5074.615325696372,5074.215325696372,0.3999999999996362,True,1
511,5440.56964299563,5438.969642995629,1.6000000000003638,True,8
512,5808.63051825513,5805.430518255129,3.2000000000007276,True,15
513,5070.899928909362,5070.499928909361,0.4000000000005457,True,1
514,5115.130995876641,5114.33099587664,0.8000000000001819,True,2
515,5021.85245306389,5021.85245306389,0.0,False,0
516,5342.296556073569,5340.696556073569,1.6000000000003638,True,6
517,5021.85245306389,5021.85245306389,0.0,False,0
518,5021.85245306389,5021.85245306389,0.0,False,0
519,5336.874085087122,5334.47408508712,2.400000000001455,True,6
520,5184.26834312554,5183.068343125539,1.2000000000007276,True,3
521,5021.85245306389,5021.85245306389,0.0,False,0
522,5021.85245306389,5021.85245306389,0.0,False,0
523,5262.103309331802,5260.503309331803,1.5999999999985448,True,5
524,5061.280966176326,5060.880966176324,0.4000000000014552,True,1
525,5375.517784765675,5373.517784765676,1.9999999999990905,True,7
526,5021.85245306389,5021.85245306389,0.0,False,0
527,5229.108552396787,5227.508552396787,1.5999999999994543,True,4
528,5058.407793208882,5058.0077932088825,0.3999999999996362,True,1
529,5115.130995876641,5114.33099587664,0.8000000000001819,True,2
530,5073.811996661342,5073.4119966613425,0.3999999999996362,True,1
531,5129.322980450067,5128.522980450067,0.8000000000001819,True,2
532,5021.85245306389,5021.85245306389,0.0,False,0
533,5021.85245306389,5021.85245306389,0.0,False,0
534,5021.85245306389,5021.85245306389,0.0,False,0
535,5021.85245306389,5021.85245306389,0.0,False,0
536,5120.687193323502,5119.887193323502,0.7999999999992724,True,2
537,5714.562328047445,5712.962328047445,1.5999999999994543,True,13
538,5021.85245306389,5021.85245306389,0.0,False,0
539,5021.85245306389,5021.85245306389,0.0,False,0
540,5627.301155305373,5624.501155305375,2.799999999998363,True,12
541,5021.85245306389,5021.85245306389,0.0,False,0
542,5063.209037699489,5062.80903769949,0.3999999999996362,True,1
543,5021.85245306389,5021.85245306389,0.0,False,0
544,5179.347952785986,5178.147952785986,1.2000000000007276,True,3
545,5021.85245306389,5021.85245306389,0.0,False,0
546,5651.323947464689,5649.323947464689,2.0,True,12
547,5073.410332143828,5073.010332143827,0.4000000000005457,True,1
548,5725.005605502825,5725.005605502825,0.0,True,13
549,5021.85245306389,5021.85245306389,0.0,False,0
550,5021.85245306389,5021.85245306389,0.0,False,0
551,5516.29614136243,5514.696141362429,1.6000000000003638,True,10
552,5021.85245306389,5021.85245306389,0.0,False,0
553,5021.85245306389,5021.85245306389,0.0,False,0
554,5120.285528805987,5119.485528805987,0.8000000000001819,True,2
555,5073.109083755692,5072.709083755692,0.4000000000005457,True,1
556,5438.762152666814,5435.962152666814,2.7999999999992724,True,8
557,5075.51907086078,5075.119070860779,0.4000000000005457,True,1
558,5075.619486990158,5075.219486990158,0.4000000000005457,True,1
559,5274.735250642683,5272.735250642684,1.9999999999990905,True,5
560,5021.85245306389,5021.85245306389,0.0,False,0
561,5021.85245306389,5021.85245306389,0.0,False,0
562,5021.85245306389,5021.85245306389,0.0,False,0
563,5021.85245306389,5021.85245306389,0.0,False,0
564,5021.85245306389,5021.85245306389,0.0,False,0
565,5340.790314132889,5338.79031413289,1.9999999999990905,True,6
566,5021.85245306389,5021.85245306389,0.0,False,0
567,5232.723533054419,5231.123533054419,1.6000000000003638,True,4
568,5075.619486990158,5075.219486990158,0.4000000000005457,True,1
569,5021.85245306389,5021.85245306389,0.0,False,0
570,5021.85245306389,5021.85245306389,0.0,False,0
571,5074.916574084508,5074.516574084508,0.4000000000005457,True,1
572,5335.669091534577,5334.069091534577,1.6000000000003638,True,6
573,5021.85245306389,5021.85245306389,0.0,False,0
574,5021.85245306389,5021.85245306389,0.0,False,0
575,5679.64178948652,5678.0417894865195,1.6000000000003638,True,13
576,5021.85245306389,5021.85245306389,0.0,False,0
577,5021.85245306389,5021.85245306389,0.0,False,0
578,5074.0128289201,5073.6128289201,0.4000000000005457,True,1
579,5184.469175384297,5183.669175384298,0.7999999999992724,True,3
580,5556.663471340413,5554.263471340413,2.399999999999636,True,10
581,5076.22198376643,5075.821983766429,0.4000000000005457,True,1
582,5071.201177297497,5070.801177297497,0.4000000000005457,True,1
583,5396.887340754227,5395.287340754226,1.6000000000012733,True,7
584,5021.85245306389,5021.85245306389,0.0,False,0
585,5021.85245306389,5021.85245306389,0.0,False,0
586,5169.546417629744,5168.346417629744,1.199999999999818,True,3
587,5021.85245306389,5021.85245306389,0.0,False,0
588,5290.554298678533,5288.954298678534,1.5999999999994543,True,5
589,5021.85245306389,5021.85245306389,0.0,False,0
590,5119.248688685347,5118.4486886853465,0.8000000000001819,True,2
591,5214.441630942905,5212.841630942905,1.6000000000003638,True,4
592,5343.501549626112,5341.901549626112,1.6000000000003638,True,6
593,5878.292530383485,5876.2925303834845,2.0000000000009095,True,17
594,5021.85245306389,5021.85245306389,0.0,False,0
595,5075.318238602023,5074.918238602023,0.3999999999996362,True,1
596,5365.298749938328,5363.698749938329,1.5999999999994543,True,7
597,5160.528595280388,5159.328595280388,1.199999999999818,True,3
598,5486.81725551339,5484.417255513391,2.3999999999987267,True,9
599,5073.711580531964,5073.311580531964,0.3999999999996362,True,1
600,5021.85245306389,5021.85245306389,0.0,False,0
601,5075.016990213887,5074.616990213886,0.4000000000005457,True,1
602,5021.85245306389,5021.85245306389,0.0,False,0
603,5021.85245306389,5021.85245306389,0.0,False,0
604,5126.511328827464,5125.711328827465,0.7999999999992724,True,2
605,5021.85245306389,5021.85245306389,0.0,False,0
606,5312.873305217653,5311.2733052176545,1.5999999999985448,True,6
607,5522.466267404499,5520.866267404499,1.6000000000003638,True,10
608,5436.211255933496,5435.411255933496,0.8000000000001819,True,8
609,5021.85245306389,5021.85245306389,0.0,False,0
610,5465.536157439302,5463.9361574393015,1.6000000000003638,True,9
611,5021.85245306389,5021.85245306389,0.0,False,0
612,5021.85245306389,5021.85245306389,0.0,False,0
613,5021.85245306389,5021.85245306389,0.0,False,0
614,5021.85245306389,5021.85245306389,0.0,False,0
615,5021.85245306389,5021.85245306389,0.0,False,0
616,5126.712161086221,5125.912161086221,0.8000000000001819,True,2
617,5345.710704472444,5344.910704472443,0.8000000000010914,True,6
618,5021.85245306389,5021.85245306389,0.0,False,0
619,5021.85245306389,5021.85245306389,0.0,False,0
620,5021.85245306389,5021.85245306389,0.0,False,0
621,5109.487391323852,5108.6873913238505,0.8000000000010914,True,2
622,5021.85245306389,5021.85245306389,0.0,False,0
623,5067.010845484878,5066.610845484877,0.4000000000005457,True,1
624,5333.861601205761,5332.2616012057615,1.5999999999994543,True,6
625,5620.196811268764,5618.596811268764,1.5999999999994543,True,12
626,5109.576630649507,5108.776630649507,0.8000000000001819,True,2
627,5021.85245306389,5021.85245306389,0.0,False,0
628,5273.09935411557,5271.09935411557,2.0,True,5
629,5279.50852444688,5277.9085244468815,1.5999999999985448,True,5
630,5127.113825603736,5126.313825603736,0.7999999999992724,True,2
631,5021.85245306389,5021.85245306389,0.0,False,0
632,5021.85245306389,5021.85245306389,0.0,False,0
633,5499.8533209537445,5498.253320953746,1.5999999999985448,True,9
634,5021.85245306389,5021.85245306389,0.0,False,0
635,5021.85245306389,5021.85245306389,0.0,False,0
636,5021.85245306389,5021.85245306389,0.0,False,0
637,5313.678035720032,5312.078035720033,1.5999999999994543,True,6
638,5127.716322380008,5126.916322380008,0.8000000000001819,True,2
639,5021.85245306389,5021.85245306389,0.0,False,0
640,5021.85245306389,5021.85245306389,0.0,False,0
641,5629.179925203446,5626.379925203447,2.7999999999992724,True,12
642,5021.85245306389,5021.85245306389,0.0,False,0
643,5021.85245306389,5021.85245306389,0.0,False,0
644,5231.719371760632,5230.119371760633,1.5999999999994543,True,4
645,5021.85245306389,5021.85245306389,0.0,False,0
646,5021.85245306389,5021.85245306389,0.0,False,0
647,5120.08469654723,5119.28469654723,0.8000000000001819,True,2
648,5112.104943668704,5111.304943668703,0.8000000000010914,True,2
649,5075.016990213887,5074.616990213886,0.4000000000005457,True,1
650,5872.17626891988,5870.57626891988,1.6000000000003638,True,17
651,5930.664674784487,5929.064674784487,1.6000000000003638,True,17
652,5021.85245306389,5021.85245306389,0.0,False,0
653,5021.85245306389,5021.85245306389,0.0,False,0
654,5212.3009351515475,5210.700935151547,1.6000000000003638,True,4
655,5021.85245306389,5021.85245306389,0.0,False,0
656,5293.566782559893,5293.566782559893,0.0,True,5
657,5160.375362385481,5159.175362385482,1.1999999999989086,True,3
658,5316.064266815067,5314.464266815066,1.6000000000003638,True,6
659,5021.85245306389,5021.85245306389,0.0,False,0
660,5288.144311573445,5286.1443115734455,1.9999999999990905,True,5
661,5365.509173889401,5363.509173889401,2.0,True,7
662,5021.85245306389,5021.85245306389,0.0,False,0
663,5021.85245306389,5021.85245306389,0.0,False,0
664,5021.85245306389,5021.85245306389,0.0,False,0
665,5021.85245306389,5021.85245306389,0.0,False,0
666,5219.49605528852,5217.89605528852,1.6000000000003638,True,4
667,5120.687193323502,5119.887193323502,0.7999999999992724,True,2
668,5021.85245306389,5021.85245306389,0.0,False,0
669,5567.2201347418195,5565.62013474182,1.5999999999994543,True,11
670,5162.162823891942,5160.962823891942,1.199999999999818,True,3
671,5126.712161086221,5125.912161086221,0.8000000000001819,True,2
672,5291.55845997232,5289.95845997232,1.5999999999994543,True,5
673,5219.470973836284,5217.870973836284,1.6000000000003638,True,4
674,5021.85245306389,5021.85245306389,0.0,False,0
675,5021.85245306389,5021.85245306389,0.0,False,0
676,5075.719903119537,5075.319903119537,0.3999999999996362,True,1
677,5283.3243373632695,5281.3243373632695,2.0,True,5
678,5415.469976235605,5413.8699762356055,1.5999999999994543,True,8
679,5180.2516979503935,5179.051697950393,1.2000000000007276,True,3
680,5344.1040464023845,5342.504046402385,1.5999999999994543,True,6
681,5770.704296250564,5769.1042962505635,1.6000000000003638,True,15
682,5271.377879784233,5269.377879784233,2.0,True,5
683,5021.85245306389,5021.85245306389,0.0,False,0
684,5021.85245306389,5021.85245306389,0.0,False,0
685,5063.209037699489,5062.80903769949,0.3999999999996362,True,1
686,5021.85245306389,5021.85245306389,0.0,False,0
687,5214.560297361124,5212.960297361124,1.6000000000003638,True,4
688,5160.308346956533,5159.108346956533,1.199999999999818,True,3
689,5021.85245306389,5021.85245306389,0.0,False,0
690,5268.56622816163,5266.966228161631,1.5999999999985448,True,5
691,5506.179537104601,5504.5795371046,1.6000000000012733,True,9
692,5130.728806261368,5130.728806261368,0.0,True,2
693,5234.531023383234,5232.931023383236,1.5999999999985448,True,4
694,5130.1263094850965,5129.326309485096,0.8000000000001819,True,2
695,5021.85245306389,5021.85245306389,0.0,False,0
696,5021.85245306389,5021.85245306389,0.0,False,0
697,5182.962933443617,5181.762933443617,1.199999999999818,True,3
698,5073.711580531964,5073.311580531964,0.3999999999996362,True,1
699,5021.85245306389,5021.85245306389,0.0,False,0
700,5021.85245306389,5021.85245306389,0.0,False,0
701,5345.309039954928,5343.709039954929,1.5999999999994543,True,6
702,5453.422907556098,5452.222907556099,1.1999999999989086,True,8
703,5021.85245306389,5021.85245306389,0.0,False,0
704,5262.001332548336,5260.4013325483365,1.5999999999994543,True,5
705,5115.130995876641,5114.33099587664,0.8000000000001819,True,2
706,5021.85245306389,5021.85245306389,0.0,False,0
707,5021.85245306389,5021.85245306389,0.0,False,0
708,5283.123505104513,5281.123505104513,2.0,True,5
709,5126.310496568707,5125.510496568708,0.7999999999992724,True,2
710,5280.512685740668,5278.912685740667,1.6000000000003638,True,5
711,5179.649201174122,5178.449201174121,1.2000000000007276,True,3
712,5126.511328827464,5125.711328827464,0.8000000000001819,True,2
713,5021.85245306389,5021.85245306389,0.0,False,0
714,5021.85245306389,5021.85245306389,0.0,False,0
715,5058.353457947941,5057.953457947941,0.3999999999996362,True,1
716,5471.344548756888,5468.544548756887,2.8000000000010914,True,9
717,5620.071193990109,5617.67119399011,2.399999999999636,True,12
718,5021.85245306389,5021.85245306389,0.0,False,0
719,5266.881508972525,5265.2815089725245,1.6000000000003638,True,5
720,5075.016990213887,5074.616990213886,0.4000000000005457,True,1
721,5021.85245306389,5021.85245306389,0.0,False,0
722,5167.03973766141,5165.839737661409,1.2000000000007276,True,3
723,5124.904670757406,5124.104670757406,0.8000000000001819,True,2
724,5109.487391323852,5108.6873913238505,0.8000000000010914,True,2
725,5676.5038729058215,5673.303872905822,3.199999999999818,True,13
726,5073.109083755692,5072.709083755692,0.4000000000005457,True,1
727,5021.85245306389,5021.85245306389,0.0,False,0
728,5021.85245306389,5021.85245306389,0.0,False,0
729,5399.698992376829,5398.49899237683,1.1999999999989086,True,7
730,5021.85245306389,5021.85245306389,0.0,False,0
731,5212.357995907576,5210.7579959075765,1.5999999999994543,True,4
732,5021.85245306389,5021.85245306389,0.0,False,0
733,5185.071672160569,5185.071672160569,0.0,True,3
734,5021.85245306389,5021.85245306389,0.0,False,0
735,5021.85245306389,5021.85245306389,0.0,False,0
736,5185.071672160569,5185.071672160569,0.0,True,3
737,5160.209392032763,5159.009392032764,1.199999999999818,True,3
738,5239.35099759341,5239.35099759341,0.0,True,4
739,5021.85245306389,5021.85245306389,0.0,False,0
740,5021.85245306389,5021.85245306389,0.0,False,0
741,5211.113361486706,5209.513361486706,1.5999999999994543,True,4
742,5021.85245306389,5021.85245306389,0.0,False,0
743,5021.85245306389,5021.85245306389,0.0,False,0
744,5183.866678608026,5182.666678608025,1.2000000000007276,True,3
745,5130.728806261368,5130.728806261368,0.0,True,2
746,5021.85245306389,5021.85245306389,0.0,False,0
747,5021.85245306389,5021.85245306389,0.0,False,0
748,5401.8077310937815,5401.8077310937815,0.0,True,7
749,5185.071672160569,5185.071672160569,0.0,True,3
750,5021.85245306389,5021.85245306389,0.0,False,0
751,5181.757939891074,5180.557939891075,1.1999999999989086,True,3
752,5021.85245306389,5021.85245306389,0.0,False,0
753,5073.109083755692,5072.709083755692,0.4000000000005457,True,1
754,5075.920735378294,5075.520735378294,0.3999999999996362,True,1
755,5021.85245306389,5021.85245306389,0.0,False,0
756,5315.574406823181,5313.97440682318,1.6000000000003638,True,6
757,5021.85245306389,5021.85245306389,0.0,False,0
758,6386.552173908973,6383.352173908974,3.1999999999989086,True,26
759,5286.537653503387,5284.937653503386,1.6000000000012733,True,5
760,5021.85245306389,5021.85245306389,0.0,False,0
761,5313.2884988191545,5311.688498819154,1.6000000000003638,True,6
762,5021.85245306389,5021.85245306389,0.0,False,0
763,5981.744862712592,5978.944862712591,2.8000000000010914,True,18
764,5021.85245306389,5021.85245306389,0.0,False,0
765,5232.62311692504,5231.023116925039,1.6000000000012733,True,4
766,5822.6686168294755,5821.068616829477,1.5999999999985448,True,16
767,5021.85245306389,5021.85245306389,0.0,False,0
768,5364.176469880785,5362.576469880784,1.6000000000003638,True,7
769,5109.327761055138,5108.527761055138,0.7999999999992724,True,2
770,5126.511328827464,5125.711328827464,0.8000000000001819,True,2
771,5185.071672160569,5185.071672160569,0.0,True,3
772,5021.85245306389,5021.85245306389,0.0,False,0
773,5285.935156727115,5283.935156727116,1.9999999999990905,True,5
774,5618.861876558997,5617.261876558997,1.6000000000003638,True,12
775,5021.85245306389,5021.85245306389,0.0,False,0
776,5182.661685055481,5181.46168505548,1.2000000000007276,True,3
777,5076.021151507673,5075.621151507673,0.3999999999996362,True,1
778,5021.85245306389,5021.85245306389,0.0,False,0
779,5236.137681453294,5234.537681453293,1.6000000000012733,True,4
780,5021.85245306389,5021.85245306389,0.0,False,0
781,5021.85245306389,5021.85245306389,0.0,False,0
782,5489.912124145257,5488.312124145256,1.6000000000003638,True,9
783,5021.85245306389,5021.85245306389,0.0,False,0
784,5021.85245306389,5021.85245306389,0.0,False,0
785,5021.85245306389,5021.85245306389,0.0,False,0
786,5021.85245306389,5021.85245306389,0.0,False,0
787,5058.583421869909,5058.18342186991,0.3999999999996362,True,1
788,5417.462337692631,5415.862337692631,1.6000000000003638,True,8
789,5021.85245306389,5021.85245306389,0.0,False,0
790,5375.388199127003,5372.5881991270035,2.7999999999992724,True,7
791,5583.933227830242,5580.733227830242,3.199999999999818,True,11
792,5021.85245306389,5021.85245306389,0.0,False,0
793,5417.462337692631,5415.862337692631,1.6000000000003638,True,8
794,5021.85245306389,5021.85245306389,0.0,False,0
795,5598.3476618539235,5596.3476618539235,2.0,True,11
796,5130.327141743854,5129.527141743853,0.8000000000010914,True,2
797,5021.85245306389,5021.85245306389,0.0,False,0
798,5021.85245306389,5021.85245306389,0.0,False,0
799,5062.184355237864,5061.7843552378645,0.3999999999996362,True,1
800,5021.85245306389,5021.85245306389,0.0,False,0
801,5021.85245306389,5021.85245306389,0.0,False,0
802,5371.6551817363625,5368.855181736362,2.800000000000182,True,7
803,5021.85245306389,5021.85245306389,0.0,False,0
804,5021.85245306389,5021.85245306389,0.0,False,0
805,5021.85245306389,5021.85245306389,0.0,False,0
806,5021.85245306389,5021.85245306389,0.0,False,0
807,5631.994944181308,5629.994944181308,2.0,True,12
808,5594.732681196291,5591.93268119629,2.8000000000010914,True,11
809,5021.85245306389,5021.85245306389,0.0,False,0
810,5074.213661178857,5073.813661178858,0.3999999999996362,True,1
811,5559.675955221773,5558.075955221773,1.5999999999994543,True,10
812,5021.85245306389,5021.85245306389,0.0,False,0
813,5311.024201486947,5309.024201486947,2.0,True,6
814,5021.85245306389,5021.85245306389,0.0,False,0
815,5021.85245306389,5021.85245306389,0.0,False,0
816,5021.85245306389,5021.85245306389,0.0,False,0
817,6017.7904132848,6014.590413284799,3.2000000000007276,True,19
818,5073.309916014449,5072.909916014449,0.4000000000005457,True,1
819,5021.85245306389,5021.85245306389,0.0,False,0
820,5021.85245306389,5021.85245306389,0.0,False,0
821,5073.109083755692,5072.709083755692,0.4000000000005457,True,1
822,5021.85245306389,5021.85245306389,0.0,False,0
823,5073.410332143828,5073.010332143827,0.4000000000005457,True,1
824,5111.3388463995625,5110.538846399562,0.8000000000001819,True,2
825,5446.192946240834,5443.392946240834,2.800000000000182,True,8
826,5070.799512779982,5070.399512779983,0.3999999999996362,True,1
827,5021.85245306389,5021.85245306389,0.0,False,0
828,5064.3550135612,5063.9550135612,0.4000000000005457,True,1
829,5610.899678026256,5609.299678026256,1.6000000000003638,True,11
830,5070.151851008897,5069.751851008897,0.4000000000005457,True,1
831,5021.85245306389,5021.85245306389,0.0,False,0
832,5123.197596557969,5122.397596557969,0.7999999999992724,True,2
833,5021.85245306389,5021.85245306389,0.0,False,0
834,5074.916574084508,5074.516574084508,0.4000000000005457,True,1
835,5021.85245306389,5021.85245306389,0.0,False,0
836,5185.071672160569,5185.071672160569,0.0,True,3
837,5128.5196514150375,5127.719651415038,0.7999999999992724,True,2
838,5021.85245306389,5021.85245306389,0.0,False,0
839,5183.264181831753,5182.864181831753,0.4000000000005457,True,3
840,5021.85245306389,5021.85245306389,0.0,False,0
841,5076.322399895808,5076.322399895808,0.0,True,1
842,5074.816157955129,5074.416157955129,0.3999999999996362,True,1
843,5021.85245306389,5021.85245306389,0.0,False,0
844,5021.85245306389,5021.85245306389,0.0,False,0
845,5021.85245306389,5021.85245306389,0.0,False,0
846,5021.85245306389,5021.85245306389,0.0,False,0
847,5021.85245306389,5021.85245306389,0.0,False,0
848,5289.048056737854,5287.448056737853,1.6000000000003638,True,5
849,5401.104818188131,5400.704818188131,0.3999999999996362,True,7
850,5021.85245306389,5021.85245306389,0.0,False,0
851,5021.85245306389,5021.85245306389,0.0,False,0
852,5366.201798963387,5364.201798963389,1.999999999998181,True,7
853,5179.347952785986,5178.147952785986,1.2000000000007276,True,3
854,5071.00034503874,5070.60034503874,0.4000000000005457,True,1
855,5234.531023383235,5233.331023383234,1.2000000000007276,True,4
856,5164.777000722684,5163.577000722683,1.2000000000007276,True,3
857,5076.021151507673,5075.621151507673,0.3999999999996362,True,1
858,5021.85245306389,5021.85245306389,0.0,False,0
859,5125.3063352749205,5124.50633527492,0.8000000000001819,True,2
860,5168.100134646099,5166.900134646099,1.199999999999818,True,3
861,5177.841710845306,5176.641710845305,1.2000000000007276,True,3
862,5982.246943359487,5979.846943359486,2.4000000000005457,True,18
863,5058.608667626313,5058.208667626313,0.3999999999996362,True,1
864,5021.85245306389,5021.85245306389,0.0,False,0
865,5109.576630649507,5108.776630649507,0.8000000000001819,True,2
866,5021.85245306389,5021.85245306389,0.0,False,0
867,5021.85245306389,5021.85245306389,0.0,False,0
868,5021.85245306389,5021.85245306389,0.0,False,0
869,5021.85245306389,5021.85245306389,0.0,False,0
870,5021.85245306389,5021.85245306389,0.0,False,0
871,5021.85245306389,5021.85245306389,0.0,False,0
872,5119.248688685347,5118.4486886853465,0.8000000000001819,True,2
873,5021.85245306389,5021.85245306389,0.0,False,0
874,5021.85245306389,5021.85245306389,0.0,False,0
875,5021.85245306389,5021.85245306389,0.0,False,0
876,5162.992904851262,5161.792904851263,1.1999999999989086,True,3
877,5392.669863320323,5391.069863320323,1.6000000000003638,True,7
878,5073.109083755692,5072.709083755692,0.4000000000005457,True,1
879,5021.85245306389,5021.85245306389,0.0,False,0
880,5021.85245306389,5021.85245306389,0.0,False,0
881,5617.527142565247,5617.527142565247,0.0,True,11
882,5167.126252276939,5165.926252276939,1.2000000000007276,True,3
883,5212.901062067971,5211.3010620679715,1.5999999999994543,True,4
884,5340.288233485995,5338.288233485996,1.9999999999990905,True,6
885,5127.515490121251,5126.715490121251,0.8000000000001819,True,2
886,5109.487391323852,5108.6873913238505,0.8000000000010914,True,2
887,5116.3822667461245,5115.582266746123,0.8000000000010914,True,2
888,5177.841710845306,5176.641710845305,1.2000000000007276,True,3
889,5021.85245306389,5021.85245306389,0.0,False,0
890,5161.332972128354,5160.132972128354,1.2000000000007276,True,3
891,6227.660259029063,6224.860259029062,2.8000000000010914,True,23
892,5627.112657000115,5625.512657000115,1.6000000000003638,True,12
893,5021.85245306389,5021.85245306389,0.0,False,0
894,5115.418675938199,5114.6186759382,0.7999999999992724,True,2
895,5021.85245306389,5021.85245306389,0.0,False,0
896,5064.3550135612,5063.9550135612,0.4000000000005457,True,1
897,5021.85245306389,5021.85245306389,0.0,False,0
898,5179.347952785986,5178.147952785986,1.2000000000007276,True,3
899,5021.85245306389,5021.85245306389,0.0,False,0
900,5021.85245306389,5021.85245306389,0.0,False,0
901,5112.9923343379305,5112.19233433793,0.8000000000001819,True,2
902,5668.480102777937,5666.880102777936,1.6000000000003638,True,13
903,5021.85245306389,5021.85245306389,0.0,False,0
904,5163.784315045684,5162.584315045683,1.2000000000007276,True,3
905,5262.441988459386,5260.441988459387,1.9999999999990905,True,5
906,5021.85245306389,5021.85245306389,0.0,False,0
907,5117.754831015693,5116.954831015692,0.8000000000001819,True,2
908,5021.85245306389,5021.85245306389,0.0,False,0
909,5021.85245306389,5021.85245306389,0.0,False,0
910,5779.396101779301,5776.5961017793015,2.7999999999992724,True,15
911,5021.85245306389,5021.85245306389,0.0,False,0
912,5021.85245306389,5021.85245306389,0.0,False,0
913,5021.85245306389,5021.85245306389,0.0,False,0
914,5368.529498770593,5366.529498770593,2.0,True,7
915,5021.85245306389,5021.85245306389,0.0,False,0
916,5021.85245306389,5021.85245306389,0.0,False,0
917,5021.85245306389,5021.85245306389,0.0,False,0
918,5021.85245306389,5021.85245306389,0.0,False,0
919,5074.615325696372,5074.215325696372,0.3999999999996362,True,1
920,5126.511328827464,5125.711328827464,0.8000000000001819,True,2
921,5021.85245306389,5021.85245306389,0.0,False,0
922,5021.85245306389,5021.85245306389,0.0,False,0
923,5021.85245306389,5021.85245306389,0.0,False,0
924,5021.85245306389,5021.85245306389,0.0,False,0
925,5021.85245306389,5021.85245306389,0.0,False,0
926,5160.375362385481,5159.175362385482,1.1999999999989086,True,3
927,5313.2884988191545,5311.688498819154,1.6000000000003638,True,6
928,5021.85245306389,5021.85245306389,0.0,False,0
929,5576.662773016126,5574.662773016126,2.0,True,11
930,5021.85245306389,5021.85245306389,0.0,False,0
931,5021.85245306389,5021.85245306389,0.0,False,0
932,5021.85245306389,5021.85245306389,0.0,False,0
933,5058.353457947941,5057.953457947941,0.3999999999996362,True,1
934,5109.327761055138,5108.527761055138,0.7999999999992724,True,2
935,5167.037688830514,5166.237688830513,0.8000000000001819,True,3
936,5074.213661178857,5073.813661178858,0.3999999999996362,True,1
937,5466.237907484779,5464.637907484779,1.5999999999994543,True,9
938,5338.982823804073,5336.982823804073,2.0,True,6
939,5160.209392032763,5159.009392032764,1.199999999999818,True,3
940,5021.85245306389,5021.85245306389,0.0,False,0
941,5234.129358865721,5232.529358865721,1.5999999999994543,True,4
942,5112.94274171277,5112.54274171277,0.3999999999996362,True,2
943,5705.424460273986,5703.024460273989,2.399999999997817,True,13
944,5021.85245306389,5021.85245306389,0.0,False,0
945,5021.85245306389,5021.85245306389,0.0,False,0
946,5165.8909797997685,5164.690979799768,1.2000000000007276,True,3
947,5219.872638353799,5218.272638353798,1.6000000000003638,True,4
948,5386.1428149107105,5383.34281491071,2.800000000000182,True,7
949,5323.779494769044,5321.379494769043,2.4000000000005457,True,6
950,5021.85245306389,5021.85245306389,0.0,False,0
951,5237.643923393974,5237.243923393973,0.4000000000005457,True,4
952,5021.85245306389,5021.85245306389,0.0,False,0
953,5127.515490121251,5126.715490121251,0.8000000000001819,True,2
954,5021.85245306389,5021.85245306389,0.0,False,0
955,5383.988359020661,5381.188359020662,2.7999999999992724,True,7
956,5021.85245306389,5021.85245306389,0.0,False,0
957,5021.85245306389,5021.85245306389,0.0,False,0
958,5021.85245306389,5021.85245306389,0.0,False,0
959,5021.85245306389,5021.85245306389,0.0,False,0
960,5213.930840352161,5212.330840352161,1.5999999999994543,True,4
961,5021.85245306389,5021.85245306389,0.0,False,0
962,5021.85245306389,5021.85245306389,0.0,False,0
963,5120.486361064744,5119.686361064745,0.7999999999992724,True,2
964,5180.854194726665,5179.654194726666,1.1999999999989086,True,3
965,5489.735281759386,5488.135281759386,1.6000000000003638,True,9
966,5021.85245306389,5021.85245306389,0.0,False,0
967,5381.086710213968,5380.286710213968,0.8000000000001819,True,7
968,5073.209499885071,5072.80949988507,0.4000000000005457,True,1
969,5021.85245306389,5021.85245306389,0.0,False,0
970,5021.85245306389,5021.85245306389,0.0,False,0
971,5124.703838498649,5123.903838498649,0.8000000000001819,True,2
972,5021.85245306389,5021.85245306389,0.0,False,0
973,5126.511328827464,5125.711328827464,0.8000000000001819,True,2
974,5021.85245306389,5021.85245306389,0.0,False,0
975,5075.820319248915,5075.420319248916,0.3999999999996362,True,1
