race,t_adaptive,t_fixed
769,5108.527761055138,5123.37071620045
770,5125.711328827464,5126.511328827464
771,5185.071672160569,5185.071672160569
772,5021.85245306389,5021.85245306389
773,5283.935156727116,5285.935156727115
774,5617.261876558997,5618.861876558997
775,5021.85245306389,5021.85245306389
776,5181.46168505548,5182.661685055481
777,5075.621151507673,5076.021151507673
778,5021.85245306389,5021.85245306389
779,5234.537681453293,5236.137681453294
780,5021.85245306389,5021.85245306389
781,5021.85245306389,5021.85245306389
782,5488.312124145256,5489.912124145257
783,5021.85245306389,5021.85245306389
784,5021.85245306389,5021.85245306389
785,5021.85245306389,5021.85245306389
786,5021.85245306389,5021.85245306389
787,5058.18342186991,5072.519167698948
788,5415.862337692631,5417.462337692631
789,5021.85245306389,5021.85245306389
790,5372.5881991270035,5380.914659678555
791,5580.733227830242,5583.319793670912
792,5021.85245306389,5021.85245306389
793,5415.862337692631,5417.462337692631
794,5021.85245306389,5021.85245306389
795,5596.3476618539235,5598.3476618539235
796,5129.527141743853,5130.327141743854
797,5021.85245306389,5021.85245306389
798,5021.85245306389,5021.85245306389
799,5061.7843552378645,5071.916670922676
800,5021.85245306389,5021.85245306389
801,5021.85245306389,5021.85245306389
802,5368.855181736362,5386.48317211147
803,5021.85245306389,5021.85245306389
804,5021.85245306389,5021.85245306389
805,5021.85245306389,5021.85245306389
806,5021.85245306389,5021.85245306389
807,5629.994944181308,5631.994944181308
808,5591.93268119629,5594.732681196291
809,5021.85245306389,5021.85245306389
810,5073.813661178858,5074.213661178857
811,5558.075955221773,5559.675955221773
812,5021.85245306389,5021.85245306389
813,5309.024201486947,5319.688213356204
814,5021.85245306389,5021.85245306389
815,5021.85245306389,5021.85245306389
816,5021.85245306389,5021.85245306389
817,6014.590413284799,6013.264212099009
818,5072.909916014449,5073.309916014449
819,5021.85245306389,5021.85245306389
820,5021.85245306389,5021.85245306389
821,5072.709083755692,5073.109083755692
822,5021.85245306389,5021.85245306389
823,5073.010332143827,5073.410332143828
824,5110.538846399562,5122.366554906664
825,5443.392946240834,5446.192946240834
826,5070.399512779983,5070.711677370132
827,5021.85245306389,5021.85245306389
828,5063.9550135612,5071.7158386639185
829,5609.299678026256,5610.899678026256
830,5069.751851008897,5071.314174146404
831,5021.85245306389,5021.85245306389
832,5122.397596557969,5123.0728854850995
833,5021.85245306389,5021.85245306389
834,5074.516574084508,5074.916574084508
835,5021.85245306389,5021.85245306389
836,5185.071672160569,5185.071672160569
837,5127.719651415038,5128.5196514150375
838,5021.85245306389,5021.85245306389
839,5182.864181831753,5183.264181831753
840,5021.85245306389,5021.85245306389
841,5076.322399895808,5076.322399895808
842,5074.416157955129,5074.816157955129
843,5021.85245306389,5021.85245306389
844,5021.85245306389,5021.85245306389
845,5021.85245306389,5021.85245306389
846,5021.85245306389,5021.85245306389
847,5021.85245306389,5021.85245306389
848,5287.448056737853,5289.048056737854
849,5400.704818188131,5401.104818188131
850,5021.85245306389,5021.85245306389
851,5021.85245306389,5021.85245306389
852,5364.201798963389,5380.183127950843
853,5178.147952785986,5179.347952785986
854,5070.60034503874,5070.912509628889
855,5233.331023383234,5234.531023383235
856,5163.577000722683,5171.695863075173
857,5075.621151507673,5076.021151507673
858,5021.85245306389,5021.85245306389
859,5124.50633527492,5125.3063352749205
860,5166.900134646099,5173.603769533368
861,5176.641710845305,5177.841710845306
862,5979.846943359486,5982.246943359487
863,5058.208667626313,5058.608667626313
864,5021.85245306389,5021.85245306389
865,5108.776630649507,5109.576630649507
866,5021.85245306389,5021.85245306389
867,5021.85245306389,5021.85245306389
868,5021.85245306389,5021.85245306389
869,5021.85245306389,5021.85245306389
870,5021.85245306389,5021.85245306389
871,5021.85245306389,5021.85245306389
872,5118.4486886853465,5120.960729095362
873,5021.85245306389,5021.85245306389
874,5021.85245306389,5021.85245306389
875,5021.85245306389,5021.85245306389
876,5161.792904851263,5172.819856563437
877,5391.069863320323,5392.669863320323
878,5072.709083755692,5073.109083755692
879,5021.85245306389,5021.85245306389
880,5021.85245306389,5021.85245306389
881,5617.527142565247,5617.527142565247
882,5165.926252276939,5171.093366298901
883,5211.3010620679715,5212.901062067971
884,5338.288233485996,5340.288233485995
885,5126.715490121251,5127.515490121251
886,5108.6873913238505,5123.169883941693
887,5115.582266746123,5121.362393612877
888,5176.641710845305,5177.841710845306
889,5021.85245306389,5021.85245306389
890,5160.132972128354,5161.332972128354
891,6224.860259029062,6242.595478825088
892,5625.512657000115,5627.112657000115
893,5021.85245306389,5021.85245306389
894,5114.6186759382,5125.482872590187
895,5021.85245306389,5021.85245306389
896,5063.9550135612,5071.7158386639185
897,5021.85245306389,5021.85245306389
898,5178.147952785986,5179.347952785986
899,5021.85245306389,5021.85245306389
900,5021.85245306389,5021.85245306389
901,5112.19233433793,5121.964890389149
902,5666.880102777936,5677.966459037322
903,5021.85245306389,5021.85245306389
904,5162.584315045683,5171.997111463309
905,5260.441988459387,5275.780368071426
906,5021.85245306389,5021.85245306389
907,5116.954831015692,5121.16156135412
908,5021.85245306389,5021.85245306389
909,5021.85245306389,5021.85245306389
910,5776.5961017793015,5793.7961017793
911,5021.85245306389,5021.85245306389
912,5021.85245306389,5021.85245306389
913,5021.85245306389,5021.85245306389
914,5366.529498770593,5368.529498770593
915,5021.85245306389,5021.85245306389
916,5021.85245306389,5021.85245306389
917,5021.85245306389,5021.85245306389
918,5021.85245306389,5021.85245306389
919,5074.215325696372,5074.615325696372
920,5125.711328827464,5126.511328827464
921,5021.85245306389,5021.85245306389
922,5021.85245306389,5021.85245306389
923,5021.85245306389,5021.85245306389
924,5021.85245306389,5021.85245306389
925,5021.85245306389,5021.85245306389
926,5159.175362385482,5173.804601792125
927,5311.688498819154,5313.2884988191545
928,5021.85245306389,5021.85245306389
929,5574.662773016126,5576.662773016126
930,5021.85245306389,5021.85245306389
931,5021.85245306389,5021.85245306389
932,5021.85245306389,5021.85245306389
933,5057.953457947941,5072.719999957705
934,5108.527761055138,5123.37071620045
935,5166.237688830513,5181.194688637669
936,5073.813661178858,5074.213661178857
937,5464.637907484779,5474.565707162927
938,5336.982823804073,5338.710610079125
939,5159.009392032764,5174.4070985683975
940,5021.85245306389,5021.85245306389
941,5232.529358865721,5234.129358865721
942,5112.54274171277,5126.989114530867
943,5703.024460273989,5705.424460273986
944,5021.85245306389,5021.85245306389
945,5021.85245306389,5021.85245306389
946,5164.690979799768,5171.394614687038
947,5218.272638353798,5220.005011557583
948,5383.34281491071,5386.1428149107105
949,5321.379494769043,5323.779494769044
950,5021.85245306389,5021.85245306389
951,5237.243923393973,5237.643923393974
952,5021.85245306389,5021.85245306389
953,5126.715490121251,5127.515490121251
954,5021.85245306389,5021.85245306389
955,5381.188359020662,5386.583588240849
956,5021.85245306389,5021.85245306389
957,5021.85245306389,5021.85245306389
958,5021.85245306389,5021.85245306389
959,5021.85245306389,5021.85245306389
960,5212.330840352161,5213.930840352161
961,5021.85245306389,5021.85245306389
962,5021.85245306389,5021.85245306389
963,5119.686361064745,5120.35823231909
964,5179.654194726666,5180.854194726665
965,5488.135281759386,5496.357443518757
966,5021.85245306389,5021.85245306389
967,5380.286710213968,5395.486710213968
968,5072.80949988507,5073.209499885071
969,5021.85245306389,5021.85245306389
970,5021.85245306389,5021.85245306389
971,5123.903838498649,5124.703838498649
972,5021.85245306389,5021.85245306389
973,5125.711328827464,5126.511328827464
974,5021.85245306389,5021.85245306389
975,5075.420319248916,5075.820319248915
976,5021.85245306389,5021.85245306389
977,5021.85245306389,5021.85245306389
978,5501.168717740755,5503.568717740755
979,5021.85245306389,5021.85245306389
980,5936.986604518954,5940.1866045189545
981,5021.85245306389,5021.85245306389
982,5181.46168505548,5182.661685055481
983,5271.310099233134,5278.162229167564
984,5076.322399895808,5076.322399895808
985,5021.85245306389,5021.85245306389
986,5021.85245306389,5021.85245306389
987,5021.85245306389,5021.85245306389
988,5021.85245306389,5021.85245306389
989,5282.027250268921,5284.02725026892
990,5168.948914406016,5170.189621134493
991,5214.132503438125,5229.636250034084
992,5124.707167533678,5125.5071675336785
993,5021.85245306389,5021.85245306389
994,5021.85245306389,5021.85245306389
995,5021.85245306389,5021.85245306389
996,5021.85245306389,5021.85245306389
997,5554.059310046626,5555.659310046626
998,5119.887193323502,5120.5590645778475
999,5021.85245306389,5021.85245306389
