race,t_adaptive,t_fixed
129,5021.85245306389,5021.85245306389
130,5178.447536656607,5179.247536656607
131,5021.85245306389,5021.85245306389
132,5388.464037509023,5391.264037509021
133,5130.728806261368,5130.728806261368
134,5021.85245306389,5021.85245306389
135,5021.85245306389,5021.85245306389
136,5260.736237823664,5274.523961669158
137,5021.85245306389,5021.85245306389
138,5021.85245306389,5021.85245306389
139,5217.594806900384,5220.406676075098
140,5182.763765702375,5183.163765702375
141,5074.315741825751,5074.71574182575
142,5021.85245306389,5021.85245306389
143,5021.85245306389,5021.85245306389
144,5021.85245306389,5021.85245306389
145,5280.418927681348,5282.018927681348
146,5021.85245306389,5021.85245306389
147,5075.520735378294,5075.920735378294
148,5021.85245306389,5021.85245306389
149,5499.307213043847,5505.294615743701
150,5177.84670439785,5179.046704397849
151,5124.104670757406,5124.904670757406
152,5126.815906250631,5127.61590625063
153,5108.489424186509,5123.571548459207
154,5021.85245306389,5021.85245306389
155,5021.85245306389,5021.85245306389
156,5546.026019696334,5547.626019696333
157,5168.395310415344,5176.033172703553
158,5021.85245306389,5021.85245306389
159,5021.85245306389,5021.85245306389
160,5021.85245306389,5021.85245306389
161,5284.937653503386,5286.537653503387
162,5021.85245306389,5021.85245306389
163,5418.395055400826,5433.685789151995
164,5233.332687900751,5234.93268790075
165,5021.85245306389,5021.85245306389
166,5021.85245306389,5021.85245306389
167,5021.85245306389,5021.85245306389
168,5074.416157955129,5074.816157955129
169,5184.370423772432,5184.770423772433
170,5540.6068777449145,5543.006877744915
171,5021.85245306389,5021.85245306389
172,5464.592339443161,5480.404832956485
173,5528.391275011651,5541.083744838403
174,5549.244329388994,5552.044329388995
175,5616.168114031747,5627.592141239397
176,5058.18342186991,5072.519167698948
177,5598.8630586409345,5602.063058640933
178,5177.344623750956,5178.383037015066
179,5209.8698193318605,5224.358319578277
180,5021.85245306389,5021.85245306389
181,5116.285179651775,5122.065306518528
182,5021.85245306389,5021.85245306389
183,5021.85245306389,5021.85245306389
184,5021.85245306389,5021.85245306389
185,5021.85245306389,5021.85245306389
186,5021.85245306389,5021.85245306389
187,5021.85245306389,5021.85245306389
188,5021.85245306389,5021.85245306389
189,5021.85245306389,5021.85245306389
190,5021.85245306389,5021.85245306389
191,5335.274085087121,5336.874085087122
192,5021.85245306389,5021.85245306389
193,5021.85245306389,5021.85245306389
194,5021.85245306389,5021.85245306389
195,5238.549333075895,5238.949333075896
196,5021.85245306389,5021.85245306389
197,5021.85245306389,5021.85245306389
198,5058.208667626313,5058.608667626313
199,5021.85245306389,5021.85245306389
200,5021.85245306389,5021.85245306389
201,5996.348055279353,5999.916803987681
202,5021.85245306389,5021.85245306389
203,5074.215325696372,5074.615325696372
204,5075.018654731401,5075.418654731401
205,5021.85245306389,5021.85245306389
206,5494.847495142444,5498.4474951424445
207,5021.85245306389,5021.85245306389
208,5313.298485924242,5329.885526048848
209,5021.85245306389,5021.85245306389
210,5021.85245306389,5021.85245306389
211,5021.85245306389,5021.85245306389
212,5021.85245306389,5021.85245306389
213,5074.918238602023,5075.318238602023
214,5332.864097982034,5334.464097982034
215,5316.77604774915,5318.985300450553
216,5021.85245306389,5021.85245306389
217,5231.826445960069,5233.22798356116
218,5021.85245306389,5021.85245306389
219,5571.068423690993,5582.124976164739
220,5021.85245306389,5021.85245306389
221,5555.063471340412,5556.663471340414
222,5021.85245306389,5021.85245306389
223,5021.85245306389,5021.85245306389
224,5072.909916014449,5073.309916014449
225,5021.85245306389,5021.85245306389
226,5021.85245306389,5021.85245306389
227,5021.85245306389,5021.85245306389
228,5336.482407674693,5338.882407674695
229,5160.962823891942,5172.599608239581
230,5073.512412790721,5073.912412790722
231,5177.244207621578,5178.444207621577
232,5124.50633527492,5125.3063352749205
